Index,Fitted Radius (m)
290,0.034980334611321134
291,0.035072905362559456
292,0.035165402832452244
293,0.035257827079010845
294,0.03535017816020073
295,0.03544245613394143
296,0.03553466105810664
297,0.03562679299052428
298,0.03571885198897644
299,0.0358108381111995
300,0.03590275141488411
301,0.03599459195767528
302,0.03608635979717237
303,0.03617805499092913
304,0.03626967759645379
305,0.03636122767120901
306,0.036452705272611984
307,0.036544110458034434
308,0.036635443284802706
309,0.03672670381019772
310,0.03681789209145507
311,0.036909008185765056
312,0.03700005215027267
313,0.0370910240420777
314,0.037181923918234716
315,0.03727275183575312
316,0.03736350785159719
317,0.037454192022686114
318,0.03754480440589401
319,0.03763534505804998
320,0.03772581403593813
321,0.03781621139629763
322,0.037906537195822716
323,0.03799679149116275
324,0.03808697433892228
325,0.03817708579566099
326,0.03826712591789383
327,0.03835709476209098
328,0.038446992384677935
329,0.03853681884203554
330,0.03862657419049997
331,0.03871625848636285
332,0.03880587178587117
333,0.03889541414522746
334,0.03898488562058976
335,0.03907428626807158
336,0.039163616143742114
337,0.03925287530362609
338,0.03934206380370389
339,0.03943118169991164
340,0.039520229048141134
341,0.03960920590423993
342,0.03969811232401137
343,0.03978694836321465
344,0.03987571407756479
345,0.03996440952273273
346,0.04005303475434534
347,0.04014158982798542
348,0.0402300747991918
349,0.040318489723459354
350,0.040406834656239
351,0.04049510965293777
352,0.04058331476891881
353,0.0406714500595015
354,0.04075951557996135
355,0.040847511385530194
356,0.040935437531396064
357,0.041023294072703366
358,0.041111081064552815
359,0.04119879856200151
360,0.041286446620062985
361,0.04137402529370724
362,0.04146153463786069
363,0.041548974707406316
364,0.04163634555718368
365,0.041723647241988876
366,0.04181087981657465
367,0.04189804333565037
368,0.041985137853882165
369,0.04207216342589283
370,0.04215912010626194
371,0.04224600794952585
372,0.04233282701017775
373,0.0424195773426677
374,0.042506259001402646
375,0.04259287204074647
376,0.042679416515020024
377,0.04276589247850115
378,0.04285229998542469
379,0.042938639089982626
380,0.04302490984632397
381,0.0431111123085549
382,0.04319724653073879
383,0.04328331256689615
384,0.04336931047100477
385,0.04345524029699972
386,0.04354110209877332
387,0.0436268959301753
388,0.043712621845012706
389,0.04379827989705
390,0.04388387014000909
391,0.043969392627569354
392,0.04405484741336771
393,0.044140234550998546
394,0.044225554094013866
395,0.0443108060959233
396,0.044395990610194065
397,0.04448110769025109
398,0.044566157389476994
399,0.044651139761212176
400,0.044736054858754745
401,0.04482090273536067
402,0.04490568344424374
403,0.0449903970385756
404,0.04507504357148587
405,0.045159623096062036
406,0.045244135665349586
407,0.04532858133235203
408,0.045412960150030886
409,0.04549727217130579
410,0.04558151744905444
411,0.04566569603611274
412,0.04574980798527469
413,0.04583385334929253
414,0.04591783218087676
415,0.04600174453269612
416,0.04608559045737771
417,0.04616937000750687
418,0.04625308323562743
419,0.046336730194241525
420,0.04642031093580977
421,0.04650382551275129
422,0.046587273977443666
423,0.04667065638222298
424,0.04675397277938399
425,0.046837223221179954
426,0.04692040775982281
427,0.04700352644748318
428,0.04708657933629033
429,0.04716956647833234
430,0.047252487925655964
431,0.04733534373026684
432,0.047418133944129366
433,0.047500858619166864
434,0.047583517807261506
435,0.04766611156025441
436,0.047748639929945665
437,0.04783110296809435
438,0.04791350072641854
439,0.0479958332565954
440,0.048078100610261215
441,0.048160302839011314
442,0.04824243999440025
443,0.04832451212794171
444,0.048406519291108674
445,0.0484884615353333
446,0.0485703389120071
447,0.04865215147248082
448,0.048733899268064616
449,0.04881558235002804
450,0.04889720076959999
451,0.048978754577968873
452,0.049060243826282525
453,0.049141668565648354
454,0.049223028847133234
455,0.04930432472176368
456,0.049385556240525784
457,0.04946672345436526
458,0.049547826414187514
459,0.04962886517085767
460,0.049709839775200534
461,0.049790750278000735
462,0.04987159673000266
463,0.049952379181910554
464,0.05003309768438848
465,0.05011375228806044
466,0.05019434304351036
467,0.050274870001282085
468,0.05035533321187947
469,0.050435732725766375
470,0.05051606859336675
471,0.05059634086506461
472,0.05067654959120405
473,0.05075669482208935
474,0.05083677660798496
475,0.050916794999115556
476,0.050996750045666006
477,0.05107664179778149
478,0.05115647030556747
479,0.0512362356190898
480,0.0513159377883746
481,0.05139557686340847
482,0.05147515289413842
483,0.05155466593047189
484,0.05163411602227686
485,0.051713503219381805
486,0.05179282757157574
487,0.05187208912860831
488,0.05195128794018972
489,0.052030424055990905
490,0.052109497525643374
491,0.052188508398739425
492,0.05226745672483208
493,0.05234634255343512
494,0.05242516593402314
495,0.05250392691603154
496,0.052582625548856655
497,0.052661261881855666
498,0.05273983596434665
499,0.052818347845608724
500,0.05289679757488192
501,0.052975185201367375
502,0.053053510774227174
503,0.05313177434258455
504,0.05320997595552384
505,0.05328811566209049
506,0.053366193511291196
507,0.05344420955209378
508,0.053522163833427346
509,0.053600056404182236
510,0.05367788731321011
511,0.053755656609323965
512,0.0538333643412981
513,0.05391101055786828
514,0.05398859530773165
515,0.05406611863954679
516,0.05414358060193379
517,0.05422098124347425
518,0.05429832061271127
519,0.05437559875814958
520,0.05445281572825549
521,0.05452997157145692
522,0.054607066336143484
523,0.054684100070666465
524,0.0547610728233389
525,0.05483798464243554
526,0.054914835576192964
527,0.05499162567280953
528,0.05506835498044549
529,0.05514502354722288
530,0.055221631421225735
531,0.0552981786505
532,0.05537466528305354
533,0.05545109136685626
534,0.055527456949840105
535,0.05560376207989903
536,0.05568000680488911
537,0.05575619117262849
538,0.05583231523089755
539,0.05590837902743875
540,0.05598438260995679
541,0.056060326026118656
542,0.05613620932355352
543,0.05621203254985289
544,0.056287795752570605
545,0.056363498979222826
546,0.05643914227728815
547,0.05651472569420756
548,0.05659024927738446
549,0.05666571307418477
550,0.05674111713193689
551,0.05681646149793176
552,0.05689174621942289
553,0.05696697134362637
554,0.05704213691772092
555,0.0571172429888479
556,0.05719228960411138
557,0.05726727681057812
558,0.057342204655277604
559,0.05741707318520215
560,0.05749188244730678
561,0.05756663248850944
562,0.05764132335569088
563,0.05771595509569474
564,0.05779052775532759
565,0.05786504138135896
566,0.05793949602052133
567,0.05801389171951018
568,0.05808822852498406
569,0.058162506483564566
570,0.05823672564183637
571,0.05831088604634729
572,0.0583849877436083
573,0.05845903078009353
574,0.058533015202240336
575,0.058606941056449285
576,0.05868080838908429
577,0.05875461724647247
578,0.058828367674904285
579,0.05890205972063363
580,0.05897569342987768
581,0.0590492688488171
582,0.05912278602359597
583,0.05919624500032179
584,0.05926964582506568
585,0.059342988543862156
586,0.0594162732027094
587,0.059489499847569134
588,0.059562668524366646
589,0.05963577927899096
590,0.05970883215729473
591,0.059781827205094305
592,0.05985476446816978
593,0.05992764399226498
594,0.06000046582308758
595,0.06007323000630901
596,0.06014593658756456
597,0.0602185856124534
598,0.06029117712653862
599,0.06036371117534722
600,0.06043618780437017
601,0.060508607059062414
602,0.06058096898484293
603,0.0606532736270947
604,0.060725521031164874
605,0.06079771124236459
606,0.0608698443059692
607,0.06094192026721816
608,0.06101393917131516
609,0.06108590106342807
610,0.061157805988689015
611,0.06122965399219441
612,0.06130144511900495
613,0.06137317941414563
614,0.06144485692260588
615,0.061516477689339454
616,0.061588041759264536
617,0.06165954917726376
618,0.06173099998818422
619,0.061802394236837484
620,0.0618737319679997
621,0.061945013226411536
622,0.06201623805677826
623,0.0620874065037697
624,0.062158518612020396
625,0.06222957442612951
626,0.0623005739906609
627,0.06237151735014317
628,0.06244240454906963
629,0.06251323563189844
630,0.06258401064305244
631,0.06265472962691947
632,0.06272539262785211
633,0.06279599969016786
634,0.06286655085814913
635,0.06293704617604332
636,0.06300748568806275
637,0.06307786943838477
638,0.06314819747115175
639,0.0632184698304711
640,0.06328868656041534
641,0.06335884770502208
642,0.0634289533082941
643,0.0634990034141993
644,0.06356899806667078
645,0.06363893730960693
646,0.06370882118687131
647,0.06377864974229278
648,0.06384842301966552
649,0.06391814106274901
650,0.06398780391526815
651,0.06405741162091315
652,0.06412696422333967
653,0.06419646176616883
654,0.06426590429298716
655,0.06433529184734676
656,0.06440462447276522
657,0.06447390221272567
658,0.06454312511067682
659,0.06461229321003298
660,0.0646814065541741
661,0.06475046518644584
662,0.06481946915015944
663,0.06488841848859195
664,0.06495731324498608
665,0.06502615346255039
666,0.0650949391844592
667,0.06516367045385263
668,0.06523234731383666
669,0.06530096980748315
670,0.06536953797782989
671,0.06543805186788057
672,0.06550651152060484
673,0.06557491697893833
674,0.06564326828578268
675,0.0657115654840056
676,0.06577980861644085
677,0.06584799772588824
678,0.06591613285511379
679,0.06598421404684951
680,0.06605224134379377
681,0.06612021478861099
682,0.06618813442393194
683,0.0662560002923535
684,0.06632381243643895
685,0.06639157089871785
686,0.06645927572168604
687,0.06652692694780575
688,0.0665945246195056
689,0.06666206877918066
690,0.06672955946919237
691,0.06679699673186866
692,0.06686438060950398
693,0.06693171114435927
694,0.066998988378662
695,0.06706621235460626
696,0.06713338311435273
697,0.06720050070002864
698,0.06726756515372799
699,0.06733457651751133
700,0.06740153483340604
701,0.06746844014340614
702,0.06753529248947243
703,0.06760209191353252
704,0.06766883845748077
705,0.06773553216317846
706,0.06780217307245365
707,0.06786876122710134
708,0.0679352966688834
709,0.06800177943952869
710,0.06806820958073301
711,0.06813458713415917
712,0.06820091214143695
713,0.06826718464416322
714,0.06833340468390192
715,0.06839957230218409
716,0.06846568754050783
717,0.06853175044033849
718,0.06859776104310852
719,0.06866371939021759
720,0.0687296255230326
721,0.06879547948288774
722,0.06886128131108439
723,0.06892703104889134
724,0.0689927287375446
725,0.06905837441824765
726,0.06912396813217128
727,0.06918950992045367
728,0.06925499982420054
729,0.06932043788448493
730,0.06938582414234747
731,0.06945115863879626
732,0.06951644141480695
733,0.06958167251132273
734,0.06964685196925442
735,0.06971197982948041
736,0.06977705613284672
737,0.06984208092016711
738,0.06990705423222296
739,0.06997197610976341
740,0.07003684659350529
741,0.07010166572413325
742,0.0701664335422997
743,0.0702311500886249
744,0.0702958154036969
745,0.07036042952807173
746,0.07042499250227313
747,0.07048950436679297
748,0.0705539651620909
749,0.07061837492859463
750,0.07068273370669985
751,0.07074704153677024
752,0.07081129845913758
753,0.07087550451410168
754,0.07093965974193048
755,0.07100376418285999
756,0.07106781787709442
757,0.07113182086480613
758,0.07119577318613571
759,0.07125967488119192
760,0.0713235259900518
761,0.07138732655276066
762,0.07145107660933214
763,0.07151477619974814
764,0.07157842536395895
765,0.07164202414188325
766,0.07170557257340807
767,0.07176907069838889
768,0.07183251855664967
769,0.0718959161879828
770,0.0719592636321492
771,0.07202256092887825
772,0.07208580811786798
773,0.07214900523878494
774,0.07221215233126424
775,0.0722752494349097
776,0.07233829658929372
777,0.07240129383395741
778,0.07246424120841054
779,0.07252713875213165
780,0.07258998650456802
781,0.07265278450513565
782,0.07271553279321942
783,0.07277823140817297
784,0.07284088038931878
785,0.07290347977594824
786,0.07296602960732167
787,0.07302852992266821
788,0.073090980761186
789,0.07315338216204216
790,0.07321573416437278
791,0.07327803680728302
792,0.07334029012984701
793,0.07340249417110799
794,0.07346464897007825
795,0.07352675456573929
796,0.07358881099704166
797,0.07365081830290514
798,0.07371277652221861
799,0.07377468569384027
800,0.07383654585659749
801,0.07389835704928695
802,0.07396011931067457
803,0.07402183267949562
804,0.07408349719445469
805,0.0741451128942257
806,0.07420667981745202
807,0.0742681980027464
808,0.074329667488691
809,0.07439108831383745
810,0.07445246051670687
811,0.0745137841357899
812,0.0745750592095467
813,0.07463628577640695
814,0.07469746387476993
815,0.07475859354300456
816,0.07481967481944933
817,0.0748807077424124
818,0.07494169235017163
819,0.07500262868097451
820,0.07506351677303837
821,0.07512435666455017
822,0.07518514839366669
823,0.0752458919985145
824,0.07530658751718997
825,0.07536723498775934
826,0.07542783444825873
827,0.07548838593669412
828,0.07554888949104135
829,0.07560934514924632
830,0.0756697529492248
831,0.07573011292886259
832,0.07579042512601544
833,0.07585068957850921
834,0.07591090632413976
835,0.07597107540067306
836,0.07603119684584518
837,0.07609127069736228
838,0.07615129699290073
839,0.07621127577010699
840,0.07627120706659783
841,0.0763310909199602
842,0.0763909273677512
843,0.07645071644749835
844,0.07651045819669933
845,0.07657015265282224
846,0.07662979985330548
847,0.0766893998355578
848,0.07674895263695833
849,0.07680845829485661
850,0.07686791684657267
851,0.07692732832939693
852,0.07698669278059032
853,0.07704601023738425
854,0.07710528073698068
855,0.07716450431655215
856,0.0772236810132417
857,0.07728281086416303
858,0.07734189390640038
859,0.07740093017700875
860,0.0774599197130137
861,0.07751886255141155
862,0.07757775872916932
863,0.07763660828322468
864,0.07769541125048621
865,0.07775416766783315
866,0.0778128775721156
867,0.07787154100015449
868,0.07793015798874155
869,0.07798872857463947
870,0.07804725279458176
871,0.07810573068527289
872,0.07816416228338827
873,0.07822254762557428
874,0.07828088674844826
875,0.0783391796885986
876,0.07839742648258471
877,0.07845562716693705
878,0.07851378177815718
879,0.07857189035271776
880,0.07862995292706258
881,0.07868796953760657
882,0.07874594022073578
883,0.0788038650128076
884,0.07886174395015048
885,0.07891957706906423
886,0.07897736440581984
887,0.07903510599665965
888,0.07909280187779728
889,0.07915045208541767
890,0.07920805665567714
891,0.0792656156247034
892,0.07932312902859547
893,0.07938059690342393
894,0.07943801928523071
895,0.07949539621002924
896,0.07955272771380445
897,0.07961001383251273
898,0.07966725460208207
899,0.079724450058412
900,0.07978160023737361
901,0.07983870517480963
902,0.07989576490653438
903,0.07995277946833386
904,0.0800097488959657
905,0.08006667322515924
906,0.08012355249161558
907,0.0801803867310075
908,0.08023717597897957
909,0.08029392027114811
910,0.0803506196431013
911,0.08040727413039911
912,0.08046388376857336
913,0.08052044859312775
914,0.08057696863953787
915,0.08063344394325124
916,0.0806898745396873
917,0.08074626046423748
918,0.08080260175226515
919,0.08085889843910574
920,0.08091515056006662
921,0.08097135815042733
922,0.08102752124543937
923,0.08108363988032641
924,0.0811397140902842
925,0.08119574391048064
926,0.08125172937605578
927,0.08130767052212186
928,0.08136356738376334
929,0.08141941999603684
930,0.08147522839397135
931,0.081530992612568
932,0.0815867126868003
933,0.08164238865161404
934,0.0816980205419273
935,0.08175360839263066
936,0.08180915223858692
937,0.08186465211463138
938,0.08192010805557172
939,0.08197552009618808
940,0.08203088827123307
941,0.08208621261543178
942,0.08214149316348182
943,0.08219672995005332
944,0.08225192300978898
945,0.08230707237730407
946,0.08236217808718643
947,0.0824172401739966
948,0.08247225867226766
949,0.0825272336165054
950,0.0825821650411883
951,0.08263705298076757
952,0.08269189746966706
953,0.08274669854228348
954,0.0828014562329862
955,0.08285617057611748
956,0.08291084160599238
957,0.0829654693568987
958,0.0830200538630972
959,0.0830745951588215
960,0.08312909327827807
961,0.08318354825564635
962,0.08323796012507871
963,0.08329232892070047
964,0.08334665467660995
965,0.08340093742687849
966,0.0834551772055504
967,0.08350937404664315
968,0.08356352798414715
969,0.08361763905202599
970,0.08367170728421634
971,0.08372573271462803
972,0.08377971537714402
973,0.08383365530562045
974,0.08388755253388668
975,0.08394140709574524
976,0.083995219024972
977,0.08404898835531596
978,0.08410271512049954
979,0.08415639935421831
980,0.08421004109014132
981,0.0842636403619109
982,0.08431719720314271
983,0.08437071164742588
984,0.08442418372832283
985,0.08447761347936958
986,0.08453100093407544
987,0.0845843461259233
988,0.08463764908836949
989,0.08469090985484387
990,0.08474412845874983
991,0.08479730493346437
992,0.08485043931233796
993,0.08490353162869477
994,0.08495658191583251
995,0.08500959020702263
996,0.08506255653551016
997,0.08511548093451383
998,0.08516836343722609
999,0.08522120407681306
1000,0.0852740028864147
1001,0.08532675989914466
1002,0.08537947514809041
1003,0.0854321486663132
1004,0.08548478048684813
1005,0.08553737064270417
1006,0.08558991916686408
1007,0.08564242609228463
1008,0.08569489145189638
1009,0.08574731527860385
1010,0.08579969760528564
1011,0.08585203846479413
1012,0.08590433788995581
1013,0.08595659591357115
1014,0.08600881256841465
1015,0.08606098788723489
1016,0.08611312190275452
1017,0.08616521464767028
1018,0.08621726615465299
1019,0.08626927645634766
1020,0.08632124558537344
1021,0.08637317357432363
1022,0.08642506045576581
1023,0.08647690626224165
1024,0.08652871102626718
1025,0.08658047478033264
1026,0.08663219755690253
1027,0.08668387938841567
1028,0.08673552030728522
1029,0.08678712034589862
1030,0.0868386795366178
1031,0.08689019791177888
1032,0.08694167550369257
1033,0.08699311234464385
1034,0.0870445084668923
1035,0.0870958639026718
1036,0.08714717868419078
1037,0.08719845284363226
1038,0.08724968641315359
1039,0.08730087942488687
1040,0.08735203191093865
1041,0.08740314390339007
1042,0.08745421543429688
1043,0.08750524653568946
1044,0.08755623723957284
1045,0.08760718757792672
1046,0.08765809758270549
1047,0.08770896728583819
1048,0.08775979671922862
1049,0.08781058591475537
1050,0.08786133490427168
1051,0.0879120437196057
1052,0.0879627123925603
1053,0.08801334095491324
1054,0.08806392943841704
1055,0.08811447787479916
1056,0.0881649862957619
1057,0.08821545473298245
1058,0.088265883218113
1059,0.0883162717827806
1060,0.08836662045858734
1061,0.0884169292771102
1062,0.08846719826990124
1063,0.0885174274684875
1064,0.08856761690437108
1065,0.08861776660902916
1066,0.08866787661391397
1067,0.08871794695045283
1068,0.08876797765004825
1069,0.08881796874407781
1070,0.08886792026389427
1071,0.0889178322408256
1072,0.0889677047061749
1073,0.08901753769122062
1074,0.08906733122721627
1075,0.08911708534539078
1076,0.08916680007694827
1077,0.08921647545306818
1078,0.08926611150490528
1079,0.08931570826358966
1080,0.08936526576022677
1081,0.08941478402589743
1082,0.08946426309165788
1083,0.08951370298853978
1084,0.08956310374755014
1085,0.08961246539967155
1086,0.08966178797586198
1087,0.08971107150705492
1088,0.0897603160241594
1089,0.08980952155805993
1090,0.08985868813961664
1091,0.08990781579966514
1092,0.08995690456901674
1093,0.09000595447845822
1094,0.09005496555875213
1095,0.09010393784063658
1096,0.09015287135482536
1097,0.090201766132008
1098,0.09025062220284964
1099,0.09029943959799122
1100,0.09034821834804944
1101,0.09039695848361665
1102,0.09044566003526111
1103,0.09049432303352681
1104,0.09054294750893356
1105,0.09059153349197709
1106,0.09064008101312886
1107,0.0906885901028363
1108,0.09073706079152272
1109,0.09078549310958735
1110,0.0908338870874053
1111,0.0908822427553277
1112,0.09093056014368167
1113,0.09097883928277023
1114,0.09102708020287249
1115,0.09107528293424352
1116,0.09112344750711457
1117,0.09117157395169283
1118,0.0912196622981616
1119,0.09126771257668032
1120,0.09131572481738454
1121,0.09136369905038597
1122,0.09141163530577244
1123,0.09145953361360802
1124,0.09150739400393292
1125,0.09155521650676364
1126,0.09160300115209284
1127,0.09165074796988947
1128,0.09169845699009882
1129,0.09174612824264235
1130,0.09179376175741791
1131,0.09184135756429967
1132,0.0918889156931382
1133,0.09193643617376035
1134,0.0919839190359694
1135,0.09203136430954503
1136,0.09207877202424337
1137,0.09212614220979698
1138,0.09217347489591485
1139,0.0922207701122825
1140,0.09226802788856192
1141,0.09231524825439166
1142,0.09236243123938674
1143,0.0924095768731388
1144,0.09245668518521602
1145,0.09250375620516317
1146,0.09255078996250166
1147,0.09259778648672949
1148,0.09264474580732135
1149,0.09269166795372856
1150,0.09273855295537918
1151,0.0927854008416779
1152,0.09283221164200618
1153,0.09287898538572223
1154,0.09292572210216096
1155,0.09297242182063416
1156,0.0930190845704303
1157,0.09306571038081474
1158,0.09311229928102964
1159,0.09315885130029403
1160,0.0932053664678038
1161,0.09325184481273176
1162,0.09329828636422756
1163,0.0933446911514178
1164,0.09339105920340605
1165,0.09343739054927284
1166,0.09348368521807568
1167,0.093529943238849
1168,0.09357616464060434
1169,0.09362234945233025
1170,0.09366849770299229
1171,0.09371460942153315
1172,0.09376068463687258
1173,0.09380672337790742
1174,0.09385272567351166
1175,0.0938986915525364
1176,0.09394462104380998
1177,0.09399051417613781
1178,0.09403637097830257
1179,0.09408219147906413
1180,0.09412797570715964
1181,0.09417372369130338
1182,0.09421943546018705
1183,0.0942651110424795
1184,0.094310750466827
1185,0.09435635376185308
1186,0.09440192095615864
1187,0.09444745207832188
1188,0.09449294715689845
1189,0.09453840622042134
1190,0.094583829297401
1191,0.0946292164163253
1192,0.09467456760565952
1193,0.0947198828938464
1194,0.09476516230930628
1195,0.09481040588043685
1196,0.0948556136356134
1197,0.09490078560318875
1198,0.09494592181149326
1199,0.0949910222888349
1200,0.09503608706349917
1201,0.09508111616374923
1202,0.09512610961782585
1203,0.09517106745394742
1204,0.09521598970031003
1205,0.09526087638508743
1206,0.09530572753643109
1207,0.09535054318247012
1208,0.09539532335131147
1209,0.09544006807103977
1210,0.09548477736971742
1211,0.09552945127538462
1212,0.0955740898160594
1213,0.09561869301973755
1214,0.09566326091439274
1215,0.09570779352797647
1216,0.09575229088841818
1217,0.09579675302362509
1218,0.09584117996148238
1219,0.09588557172985321
1220,0.09592992835657861
1221,0.0959742498694776
1222,0.09601853629634714
1223,0.09606278766496228
1224,0.09610700400307598
1225,0.09615118533841926
1226,0.09619533169870123
1227,0.096239443111609
1228,0.09628351960480781
1229,0.09632756120594099
1230,0.09637156794262997
1231,0.09641553984247433
1232,0.09645947693305179
1233,0.09650337924191825
1234,0.0965472467966078
1235,0.0965910796246327
1236,0.09663487775348349
1237,0.0966786412106289
1238,0.09672237002351591
1239,0.09676606421956978
1240,0.09680972382619411
1241,0.09685334887077077
1242,0.0968969393806599
1243,0.09694049538320007
1244,0.09698401690570814
1245,0.0970275039754794
1246,0.09707095661978753
1247,0.09711437486588456
